rider_record_id,policy_id,customer_id,rider_type_id,rider_premium,rider_sum_assured,rider_start_date,rider_end_date,rider_status
RDR0002034,POL0000582,CUST007205,R02,1872,1866752,2020-03-09,2038-03-09,Active
RDR0002035,POL0010037,CUST007170,R02,2630,547843,2016-09-30,2033-09-30,Active
RDR0002036,POL0005146,CUST007334,R04,4603,727858,2020-11-30,2030-11-30,Surrendered
RDR0002037,POL0010512,CUST004737,R01,7827,1701962,2012-01-29,2017-01-29,Matured
RDR0002038,POL0009653,CUST002730,R03,1499,1218247,2017-01-14,2035-01-14,Active
RDR0002039,POL0004602,CUST000755,R02,2679,524589,2013-01-27,2040-01-27,Surrendered
RDR0002040,POL0007927,CUST000404,R04,6211,1842812,2013-08-19,2026-08-19,Active
RDR0002041,POL0013572,CUST007128,R03,4355,1035716,2013-11-29,2019-11-29,Matured
RDR0002042,POL0002742,CUST004801,R05,2373,375632,2022-03-25,2033-03-25,Active
RDR0002043,POL0009061,CUST004112,R03,4124,814697,2017-11-14,2034-11-14,Active
RDR0002044,POL0012969,CUST003565,R04,6749,1385470,2019-09-13,2034-09-13,Active
RDR0002045,POL0011883,CUST002176,R03,4002,1658822,2016-06-06,2032-06-06,Active
RDR0002046,POL0001021,CUST006923,R03,5575,565471,2023-10-25,2031-10-25,Surrendered
RDR0002047,POL0005212,CUST005196,R04,6566,1523347,2010-10-03,2027-10-03,Active
RDR0002048,POL0002412,CUST004343,R03,7306,1265950,2020-05-27,2054-05-27,Active
RDR0002049,POL0002513,CUST001506,R04,2892,655106,2020-12-23,2039-12-23,Active
RDR0002050,POL0003765,CUST009779,R02,6607,836416,2018-05-17,2028-05-17,Active
RDR0002051,POL0009596,CUST004799,R02,2877,1117477,2015-01-05,2030-01-05,Active
RDR0002052,POL0009214,CUST008001,R03,3585,318667,2022-12-27,2036-12-27,Active
RDR0002053,POL0000656,CUST009031,R05,6079,1873716,2013-12-15,2033-12-15,Active
RDR0002054,POL0002828,CUST003748,R05,6985,1621979,2022-03-25,2032-03-25,Active
RDR0002055,POL0004888,CUST005193,R01,2122,1109694,2010-11-02,2038-11-02,Active
RDR0002056,POL0002108,CUST007779,R04,3654,803572,2023-07-01,2029-07-01,Active
RDR0002057,POL0014207,CUST007824,R03,5474,1271022,2011-09-19,2026-09-19,Active
RDR0002058,POL0005018,CUST005310,R03,5867,442511,2016-12-28,2035-12-28,Active
RDR0002059,POL0012587,CUST005110,R01,2991,1055063,2016-06-11,2026-06-11,Active
RDR0002060,POL0005196,CUST008302,R01,1649,1916827,2023-09-30,2038-09-30,Active
RDR0002061,POL0001814,CUST001778,R02,3115,408335,2018-07-19,2023-07-19,Matured
RDR0002062,POL0013335,CUST009303,R01,5898,789597,2021-05-18,2039-05-18,Active
RDR0002063,POL0009198,CUST004842,R01,6748,615046,2017-09-24,2042-09-24,Active
RDR0002064,POL0006476,CUST002687,R03,2244,342138,2017-04-02,2031-04-02,Active
RDR0002065,POL0008414,CUST008455,R03,3667,1512842,2010-07-12,2015-07-12,Matured
RDR0002066,POL0000881,CUST006772,R02,1361,701767,2012-10-27,2033-10-27,Active
RDR0002067,POL0000274,CUST005973,R04,7253,735831,2018-04-20,2057-04-20,Active
RDR0002068,POL0000062,CUST002072,R01,1240,1371204,2015-01-26,2030-01-26,Lapsed
RDR0002069,POL0001866,CUST000104,R03,6876,936880,2011-06-14,2023-06-14,Matured
RDR0002070,POL0003275,CUST009931,R04,6224,640667,2012-01-01,2034-01-01,Active
RDR0002071,POL0009834,CUST006203,R03,6307,1323033,2017-10-09,2041-10-09,Active
RDR0002072,POL0009469,CUST006111,R02,1863,649680,2014-07-04,2027-07-04,Active
RDR0002073,POL0000361,CUST005010,R05,7084,550013,2015-06-20,2022-06-20,Matured
RDR0002074,POL0005503,CUST009289,R04,1337,1947858,2019-05-05,2036-05-05,Active
RDR0002075,POL0011940,CUST001269,R03,6773,557052,2012-02-18,2027-02-18,Active
RDR0002076,POL0010098,CUST007309,R04,4882,781438,2018-01-09,2026-01-09,Active
RDR0002077,POL0003443,CUST007644,R02,6825,240705,2022-10-10,2031-10-10,Lapsed
RDR0002078,POL0001459,CUST001960,R05,1292,363888,2020-09-07,2042-09-07,Active
RDR0002079,POL0003715,CUST008367,R01,3332,1111326,2012-10-01,2026-10-01,Active
RDR0002080,POL0012565,CUST004288,R02,3085,1091496,2016-04-23,2028-04-23,Active
RDR0002081,POL0005808,CUST004649,R03,4269,297165,2024-02-12,2037-02-12,Active
RDR0002082,POL0008743,CUST002875,R02,4779,725859,2020-05-14,2043-05-14,Active
RDR0002083,POL0013655,CUST000980,R02,2945,769110,2015-12-13,2032-12-13,Active
RDR0002084,POL0013177,CUST003502,R01,6793,665413,2017-06-02,2032-06-02,Active
RDR0002085,POL0010822,CUST007309,R03,4897,1849875,2010-07-21,2021-07-21,Matured
RDR0002086,POL0009694,CUST002503,R04,6791,1113433,2021-11-12,2038-11-12,Active
RDR0002087,POL0006179,CUST003304,R01,5801,1282858,2019-11-16,2032-11-16,Active
RDR0002088,POL0007237,CUST001611,R01,2495,792735,2017-10-26,2027-10-26,Lapsed
RDR0002089,POL0000894,CUST001054,R05,3348,1737362,2016-03-25,2021-03-25,Matured
RDR0002090,POL0005397,CUST001283,R04,2489,1507990,2018-05-09,2034-05-09,Active
RDR0002091,POL0002651,CUST009902,R05,6141,637279,2013-12-29,2031-12-29,Active
RDR0002092,POL0008115,CUST002220,R02,6603,411922,2016-03-07,2030-03-07,Active
RDR0002093,POL0003180,CUST002581,R02,4072,1339083,2019-12-08,2036-12-08,Active
RDR0002094,POL0013852,CUST006928,R03,7441,977706,2011-09-26,2035-09-26,Claimed-Death
RDR0002095,POL0009597,CUST003498,R04,6652,1289735,2014-03-18,2044-03-18,Active
RDR0002096,POL0013388,CUST007292,R01,2700,283728,2014-02-15,2031-02-15,Active
RDR0002097,POL0007672,CUST002344,R04,1104,1720856,2017-10-01,2048-10-01,Active
RDR0002098,POL0006453,CUST006722,R03,5655,1169136,2021-04-08,2033-04-08,Lapsed
RDR0002099,POL0004236,CUST002438,R05,7528,1973021,2011-11-30,2045-11-30,Claimed-Other
RDR0002100,POL0005502,CUST006866,R04,2037,334281,2010-06-21,2028-06-21,Active
RDR0002101,POL0010647,CUST008214,R01,1470,297064,2017-06-26,2028-06-26,Active
RDR0002102,POL0007617,CUST000576,R02,2996,495432,2017-03-19,2039-03-19,Active
RDR0002103,POL0009424,CUST001623,R01,4489,427079,2018-06-11,2043-06-11,Active
RDR0002104,POL0010881,CUST006286,R01,7203,502053,2017-05-16,2030-05-16,Active
RDR0002105,POL0008178,CUST003580,R04,7728,608633,2013-05-27,2019-05-27,Matured
RDR0002106,POL0002386,CUST001736,R03,5757,1193429,2015-01-20,2029-01-20,Active
RDR0002107,POL0003669,CUST006685,R03,4007,254352,2015-08-27,2030-08-27,Active
RDR0002108,POL0010212,CUST000258,R01,1693,1880218,2023-01-20,2028-01-20,Active
RDR0002109,POL0006709,CUST000092,R01,6406,920811,2013-11-02,2020-11-02,Matured
RDR0002110,POL0000775,CUST004188,R05,7433,1500672,2024-04-20,2036-04-20,Active
RDR0002111,POL0009171,CUST008584,R03,6644,527334,2014-10-26,2024-10-26,Matured
RDR0002112,POL0003199,CUST004235,R02,5250,831052,2023-04-24,2048-04-24,Active
RDR0002113,POL0011775,CUST006925,R05,7334,808747,2015-08-21,2027-08-21,Active
RDR0002114,POL0003869,CUST008308,R03,1806,1422055,2013-01-06,2020-01-06,Matured
RDR0002115,POL0005948,CUST004809,R01,5621,342230,2017-03-01,2044-03-01,Active
RDR0002116,POL0008778,CUST003107,R01,6319,450688,2023-02-17,2062-02-17,Lapsed
RDR0002117,POL0009018,CUST005013,R04,2424,1712734,2022-12-13,2046-12-13,Active
RDR0002118,POL0003134,CUST008500,R02,6821,331453,2022-02-26,2051-02-26,Active
RDR0002119,POL0014040,CUST000369,R01,6196,1108256,2017-12-28,2034-12-28,Active
RDR0002120,POL0001751,CUST003639,R01,6824,544505,2013-05-30,2031-05-30,Active
RDR0002121,POL0001835,CUST006190,R01,2806,1300398,2022-10-13,2037-10-13,Active
RDR0002122,POL0007984,CUST009610,R02,1523,949377,2013-07-14,2025-07-14,Active
RDR0002123,POL0009439,CUST002617,R01,7809,1670916,2020-08-22,2035-08-22,Claimed-Other
RDR0002124,POL0006546,CUST008634,R03,5944,1580979,2018-05-30,2023-05-30,Matured
RDR0002125,POL0009236,CUST006900,R01,7282,1886796,2023-01-09,2048-01-09,Active
RDR0002126,POL0013463,CUST002824,R01,4461,304502,2019-10-13,2036-10-13,Active
RDR0002127,POL0012042,CUST007851,R05,2088,1906934,2021-04-17,2032-04-17,Active
RDR0002128,POL0003922,CUST009674,R05,4185,272707,2017-06-17,2050-06-17,Active
RDR0002129,POL0010447,CUST003924,R03,5990,1446116,2021-12-06,2036-12-06,Active
RDR0002130,POL0004670,CUST004510,R05,7936,1214656,2010-03-25,2028-03-25,Active
RDR0002131,POL0013136,CUST000727,R02,7417,676965,2013-03-29,2027-03-29,Active
RDR0002132,POL0011332,CUST001938,R01,1889,532495,2013-05-07,2022-05-07,Matured
RDR0002133,POL0010149,CUST001269,R04,6196,1016349,2023-09-15,2030-09-15,Active
RDR0002134,POL0006669,CUST007061,R01,1893,805589,2020-09-15,2034-09-15,Active
RDR0002135,POL0000234,CUST002968,R03,2933,1025736,2019-05-20,2035-05-20,Active
RDR0002136,POL0004171,CUST002571,R04,1754,1169123,2011-03-23,2037-03-23,Active
RDR0002137,POL0012786,CUST000170,R02,1547,1542256,2011-02-02,2026-02-02,Active
RDR0002138,POL0003758,CUST007027,R03,7333,215764,2011-10-19,2017-10-19,Matured
RDR0002139,POL0004634,CUST005086,R04,1519,1191099,2015-11-09,2031-11-09,Active
RDR0002140,POL0000320,CUST006222,R03,2064,1946228,2010-06-26,2028-06-26,Active
RDR0002141,POL0003070,CUST009509,R03,1043,275822,2019-12-20,2056-12-20,Active
RDR0002142,POL0001999,CUST005445,R03,6302,1362891,2019-12-04,2028-12-04,Active
RDR0002143,POL0004788,CUST008156,R03,2460,837818,2024-03-18,2038-03-18,Active
RDR0002144,POL0013522,CUST002211,R05,4136,308111,2010-01-04,2026-01-04,Active
RDR0002145,POL0003348,CUST006534,R03,3227,1953111,2012-04-21,2034-04-21,Active
RDR0002146,POL0011137,CUST002856,R03,7542,666665,2020-11-24,2039-11-24,Active
RDR0002147,POL0011152,CUST008275,R02,1670,1406683,2016-07-06,2031-07-06,Active
RDR0002148,POL0013743,CUST002895,R05,6392,915040,2010-07-23,2026-07-23,Active
RDR0002149,POL0009524,CUST007110,R01,5460,1445061,2019-03-31,2034-03-31,Active
RDR0002150,POL0009010,CUST005193,R03,3601,938265,2010-10-17,2036-10-17,Active
RDR0002151,POL0002712,CUST005467,R02,1321,1889613,2014-02-16,2035-02-16,Active
RDR0002152,POL0010709,CUST007600,R02,4883,778950,2011-03-12,2021-03-12,Matured
RDR0002153,POL0008000,CUST004556,R05,3986,1384912,2012-02-23,2019-02-23,Matured
RDR0002154,POL0005856,CUST006683,R01,6612,1139276,2010-05-07,2015-05-07,Matured
RDR0002155,POL0014068,CUST002194,R04,4870,777124,2018-10-08,2028-10-08,Active
RDR0002156,POL0002360,CUST009255,R05,6921,482212,2013-08-16,2025-08-16,Active
RDR0002157,POL0005061,CUST001748,R04,7175,1770491,2023-12-16,2057-12-16,Active
RDR0002158,POL0011270,CUST009997,R04,6841,1332849,2021-04-13,2041-04-13,Lapsed
RDR0002159,POL0011905,CUST004585,R05,4449,1860715,2019-07-15,2036-07-15,Active
RDR0002160,POL0004747,CUST009843,R04,7431,1138419,2017-05-05,2035-05-05,Active
RDR0002161,POL0013624,CUST000256,R01,5770,388693,2021-09-15,2033-09-15,Active
RDR0002162,POL0005583,CUST009015,R04,1597,1233821,2010-09-18,2020-09-18,Matured
RDR0002163,POL0014307,CUST002497,R02,3054,647521,2016-01-05,2021-01-05,Matured
RDR0002164,POL0012385,CUST005503,R05,3971,287846,2017-10-01,2029-10-01,Surrendered
RDR0002165,POL0001455,CUST003606,R03,4099,1551252,2013-04-11,2031-04-11,Active
RDR0002166,POL0001731,CUST008147,R02,5493,662510,2022-02-09,2042-02-09,Active
RDR0002167,POL0000781,CUST009141,R05,2233,976585,2021-03-13,2030-03-13,Active
RDR0002168,POL0003652,CUST007310,R02,3996,1069279,2014-02-11,2024-02-11,Matured
RDR0002169,POL0000946,CUST005635,R03,2503,354920,2016-12-12,2030-12-12,Claimed-Other
RDR0002170,POL0000208,CUST001618,R04,2281,244093,2011-07-24,2019-07-24,Matured
RDR0002171,POL0006211,CUST005024,R01,3406,653034,2021-11-21,2033-11-21,Active
RDR0002172,POL0002407,CUST003254,R03,6771,1288680,2013-07-07,2032-07-07,Active
RDR0002173,POL0010405,CUST009645,R04,2872,1626317,2022-11-15,2043-11-15,Active
RDR0002174,POL0005675,CUST007195,R04,5036,1239929,2010-02-06,2021-02-06,Matured
RDR0002175,POL0009045,CUST009797,R02,2768,532500,2022-09-27,2038-09-27,Active
RDR0002176,POL0001516,CUST008619,R03,3204,614006,2020-06-19,2034-06-19,Active
RDR0002177,POL0004592,CUST005588,R02,7154,623538,2018-05-23,2042-05-23,Active
RDR0002178,POL0010412,CUST003999,R03,1891,1337107,2021-04-09,2026-04-09,Active
RDR0002179,POL0005920,CUST002233,R03,7189,618119,2021-02-26,2040-02-26,Active
RDR0002180,POL0001389,CUST004249,R04,4308,1844288,2024-03-23,2032-03-23,Active
RDR0002181,POL0014551,CUST005157,R02,2140,1873684,2018-01-03,2031-01-03,Active
RDR0002182,POL0007018,CUST001890,R01,6612,601765,2023-04-01,2042-04-01,Active
RDR0002183,POL0002772,CUST005595,R04,7546,1520264,2010-12-13,2030-12-13,Active
RDR0002184,POL0013876,CUST002122,R02,2414,204682,2018-06-25,2031-06-25,Active
RDR0002185,POL0011516,CUST009226,R02,5549,1502316,2015-08-31,2042-08-31,Active
RDR0002186,POL0007469,CUST000235,R03,3939,907245,2011-07-21,2028-07-21,Active
RDR0002187,POL0007147,CUST009684,R02,2149,1798459,2014-11-28,2019-11-28,Matured
RDR0002188,POL0007418,CUST000469,R02,2236,862496,2024-02-05,2064-02-05,Active
RDR0002189,POL0010698,CUST005148,R02,7405,887416,2010-05-28,2021-05-28,Matured
RDR0002190,POL0007248,CUST007216,R04,1506,1318163,2014-03-01,2034-03-01,Active
RDR0002191,POL0007916,CUST003677,R01,6693,348023,2011-12-09,2027-12-09,Active
RDR0002192,POL0011446,CUST004252,R05,4126,875027,2023-07-18,2038-07-18,Surrendered
RDR0002193,POL0010781,CUST005191,R03,5392,784440,2023-03-24,2040-03-24,Active
RDR0002194,POL0009103,CUST000732,R01,7087,421197,2010-03-16,2017-03-16,Matured
RDR0002195,POL0013293,CUST008117,R03,6764,1384758,2021-12-16,2027-12-16,Active
RDR0002196,POL0005028,CUST005841,R02,7653,1513043,2019-06-16,2029-06-16,Active
RDR0002197,POL0005426,CUST005460,R02,2921,1435225,2023-04-22,2056-04-22,Active
RDR0002198,POL0006331,CUST002936,R03,5031,542757,2021-06-28,2036-06-28,Active
RDR0002199,POL0011993,CUST006059,R01,1255,1767172,2023-04-18,2037-04-18,Active
RDR0002200,POL0007634,CUST002551,R05,2767,697927,2020-07-17,2044-07-17,Active
RDR0002201,POL0004157,CUST004275,R01,2075,1565586,2010-01-16,2024-01-16,Matured
RDR0002202,POL0003293,CUST001923,R03,4832,451895,2015-02-08,2027-02-08,Active
RDR0002203,POL0002340,CUST007553,R04,5029,852929,2023-10-01,2042-10-01,Active
RDR0002204,POL0008744,CUST009721,R05,1339,1093538,2017-10-01,2053-10-01,Active
RDR0002205,POL0003378,CUST001425,R01,3142,576611,2019-12-24,2031-12-24,Active
RDR0002206,POL0003420,CUST002340,R05,6094,1225961,2019-03-18,2058-03-18,Active
RDR0002207,POL0003537,CUST005716,R03,6465,579433,2012-09-02,2020-09-02,Matured
RDR0002208,POL0007473,CUST007623,R02,4746,1184883,2013-05-08,2028-05-08,Active
RDR0002209,POL0001829,CUST001442,R01,5143,1512340,2015-06-06,2027-06-06,Surrendered
RDR0002210,POL0011004,CUST002338,R01,4850,721650,2014-03-19,2044-03-19,Active
RDR0002211,POL0013073,CUST008277,R04,3862,1450666,2010-11-06,2050-11-06,Active
RDR0002212,POL0012863,CUST006353,R04,7415,356262,2018-02-20,2044-02-20,Active
RDR0002213,POL0013314,CUST006243,R01,6804,1646501,2023-06-12,2030-06-12,Active
RDR0002214,POL0002648,CUST008234,R02,5603,1630919,2018-10-05,2036-10-05,Active
RDR0002215,POL0005557,CUST006779,R05,6631,702397,2013-02-06,2024-02-06,Matured
RDR0002216,POL0014116,CUST004470,R05,7982,1768815,2022-08-19,2031-08-19,Active
RDR0002217,POL0013954,CUST001857,R02,7005,1989882,2022-07-29,2031-07-29,Active
RDR0002218,POL0004582,CUST001463,R02,7501,1514275,2016-12-03,2030-12-03,Active
RDR0002219,POL0013053,CUST000094,R05,5385,1161173,2017-08-17,2032-08-17,Active
RDR0002220,POL0010203,CUST009990,R04,6976,1037816,2010-07-04,2016-07-04,Matured
RDR0002221,POL0010993,CUST009560,R01,6719,1032972,2016-07-30,2031-07-30,Active
RDR0002222,POL0011422,CUST004456,R03,7412,455375,2010-07-23,2030-07-23,Active
RDR0002223,POL0014924,CUST003364,R05,1062,690943,2022-10-02,2038-10-02,Active
RDR0002224,POL0005651,CUST005867,R04,7500,264969,2016-09-24,2049-09-24,Active
RDR0002225,POL0003941,CUST005908,R02,5978,1126731,2015-01-12,2027-01-12,Active
RDR0002226,POL0001996,CUST006296,R02,3365,1730301,2014-12-12,2019-12-12,Matured
RDR0002227,POL0004339,CUST001814,R01,2720,985564,2021-12-31,2041-12-31,Active
RDR0002228,POL0011481,CUST006286,R01,2162,661570,2020-12-13,2043-12-13,Lapsed
RDR0002229,POL0005245,CUST004045,R01,5127,1334114,2012-12-10,2046-12-10,Active
RDR0002230,POL0009030,CUST003623,R02,1537,1534483,2010-01-11,2019-01-11,Matured
RDR0002231,POL0005885,CUST003382,R02,4987,949485,2014-08-28,2039-08-28,Active
RDR0002232,POL0004683,CUST006958,R01,7909,962488,2021-06-02,2045-06-02,Active
RDR0002233,POL0013073,CUST008277,R01,6487,818169,2010-11-06,2050-11-06,Active
RDR0002234,POL0000339,CUST000573,R01,5558,1044467,2013-03-06,2022-03-06,Matured
RDR0002235,POL0012193,CUST009760,R02,3422,1722859,2020-02-19,2026-02-19,Active
RDR0002236,POL0011926,CUST009302,R03,3191,1338559,2018-12-17,2033-12-17,Active
RDR0002237,POL0003436,CUST004393,R03,5514,801915,2024-04-25,2038-04-25,Active
RDR0002238,POL0001232,CUST004756,R05,1331,1049726,2018-04-18,2024-04-18,Matured
RDR0002239,POL0002139,CUST009984,R02,2694,940380,2023-06-24,2033-06-24,Active
RDR0002240,POL0011991,CUST006606,R02,2959,997705,2012-06-30,2031-06-30,Active
RDR0002241,POL0004269,CUST009125,R02,2183,618795,2020-12-05,2055-12-05,Active
RDR0002242,POL0003287,CUST009805,R04,4694,896807,2013-11-23,2030-11-23,Active
RDR0002243,POL0001988,CUST003943,R03,5765,1883944,2016-12-15,2034-12-15,Active
RDR0002244,POL0006356,CUST008205,R01,5320,1795094,2013-01-29,2042-01-29,Active
RDR0002245,POL0005819,CUST009900,R02,1110,1193687,2017-04-10,2057-04-10,Active
RDR0002246,POL0001863,CUST007134,R02,1088,1595905,2017-07-10,2036-07-10,Active
RDR0002247,POL0010376,CUST005047,R01,2457,879107,2012-05-25,2028-05-25,Active
RDR0002248,POL0001268,CUST008014,R05,3088,711080,2013-07-26,2030-07-26,Active
RDR0002249,POL0011123,CUST000249,R02,7116,1472089,2016-04-18,2023-04-18,Matured
RDR0002250,POL0009172,CUST008200,R01,6538,428642,2010-05-06,2025-05-06,Matured
RDR0002251,POL0004721,CUST001312,R05,1487,314103,2022-08-14,2034-08-14,Active
RDR0002252,POL0009911,CUST004385,R03,2786,1830411,2018-08-18,2040-08-18,Active
RDR0002253,POL0000657,CUST005982,R05,2480,906745,2023-11-26,2033-11-26,Active
RDR0002254,POL0009153,CUST008243,R02,6270,327966,2017-02-25,2022-02-25,Matured
RDR0002255,POL0009676,CUST009912,R01,1835,1893380,2019-09-20,2028-09-20,Active
RDR0002256,POL0008294,CUST008211,R01,6152,370737,2021-08-22,2054-08-22,Active
RDR0002257,POL0000296,CUST000327,R01,4856,1497882,2013-10-29,2023-10-29,Matured
RDR0002258,POL0014306,CUST005853,R03,2196,1043015,2022-11-27,2032-11-27,Active
RDR0002259,POL0005927,CUST008812,R01,7833,461325,2022-05-14,2037-05-14,Active
RDR0002260,POL0001291,CUST002126,R02,6249,1545171,2023-06-16,2042-06-16,Active
RDR0002261,POL0005885,CUST003382,R05,7213,295390,2014-08-28,2039-08-28,Active
RDR0002262,POL0003847,CUST001963,R04,6640,280412,2021-07-30,2036-07-30,Active
RDR0002263,POL0013440,CUST004375,R05,6583,1111634,2017-08-20,2022-08-20,Matured
RDR0002264,POL0001658,CUST000836,R02,4994,945702,2013-11-02,2024-11-02,Matured
RDR0002265,POL0000428,CUST001606,R05,4286,1869179,2024-03-23,2039-03-23,Active
RDR0002266,POL0001455,CUST003606,R02,5669,1108827,2013-04-11,2031-04-11,Active
RDR0002267,POL0007559,CUST009861,R02,2278,1457657,2021-07-17,2031-07-17,Active
RDR0002268,POL0003984,CUST002764,R04,4625,356189,2011-01-19,2026-01-19,Active
RDR0002269,POL0008962,CUST002175,R04,7536,1290578,2012-08-23,2037-08-23,Active
RDR0002270,POL0010521,CUST001838,R01,3938,1848921,2011-08-27,2019-08-27,Matured
RDR0002271,POL0003719,CUST000863,R03,3094,1931277,2013-08-16,2022-08-16,Matured
RDR0002272,POL0005111,CUST002737,R04,3130,1529908,2013-11-05,2028-11-05,Active
RDR0002273,POL0012558,CUST007434,R03,4846,829737,2023-09-27,2031-09-27,Claimed-Death
RDR0002274,POL0004239,CUST002955,R04,2322,703184,2017-08-26,2052-08-26,Active
RDR0002275,POL0014203,CUST009405,R02,5236,624609,2015-05-16,2021-05-16,Matured
RDR0002276,POL0009936,CUST005370,R02,2028,722661,2021-07-18,2033-07-18,Active
RDR0002277,POL0013836,CUST005529,R05,6493,1337521,2013-12-15,2045-12-15,Active
RDR0002278,POL0008389,CUST000031,R05,6539,327898,2021-04-09,2038-04-09,Active
RDR0002279,POL0012270,CUST001953,R02,5458,1341946,2019-04-04,2031-04-04,Active
RDR0002280,POL0001974,CUST001546,R01,4429,466675,2020-11-20,2048-11-20,Lapsed
RDR0002281,POL0009500,CUST003483,R01,6400,682374,2014-08-27,2025-08-27,Active
RDR0002282,POL0001054,CUST004147,R05,7113,1771343,2023-03-16,2043-03-16,Active
RDR0002283,POL0010240,CUST005363,R01,6737,759565,2018-08-03,2027-08-03,Active
RDR0002284,POL0001899,CUST008041,R01,3155,638078,2021-01-19,2032-01-19,Lapsed
RDR0002285,POL0004661,CUST005974,R03,7049,543867,2019-09-14,2032-09-14,Active
RDR0002286,POL0010369,CUST000353,R03,4395,1159980,2014-11-30,2020-11-30,Matured
RDR0002287,POL0007253,CUST002524,R04,1122,722101,2018-02-10,2027-02-10,Active
RDR0002288,POL0014119,CUST002114,R04,4891,915547,2010-10-04,2049-10-04,Active
RDR0002289,POL0007270,CUST000868,R01,2602,1420804,2018-10-25,2040-10-25,Lapsed
RDR0002290,POL0002327,CUST002090,R02,4303,1937050,2022-12-20,2049-12-20,Active
RDR0002291,POL0002513,CUST001506,R04,5254,1979377,2020-12-23,2039-12-23,Active
RDR0002292,POL0004997,CUST000451,R04,1705,1575637,2018-01-01,2025-01-01,Matured
RDR0002293,POL0004791,CUST001316,R02,4262,948501,2020-02-27,2038-02-27,Lapsed
RDR0002294,POL0001706,CUST006602,R04,5673,1634872,2022-09-27,2042-09-27,Active
RDR0002295,POL0010192,CUST006391,R03,7257,1982495,2020-01-09,2037-01-09,Lapsed
RDR0002296,POL0008281,CUST001684,R02,3335,691266,2020-04-06,2052-04-06,Active
RDR0002297,POL0007918,CUST000847,R04,5550,348204,2013-08-31,2025-08-31,Active
RDR0002298,POL0012427,CUST001159,R04,5212,1962727,2022-10-19,2032-10-19,Active
RDR0002299,POL0007873,CUST009180,R01,3433,980330,2020-05-08,2038-05-08,Active
RDR0002300,POL0006593,CUST009775,R01,4085,1277617,2014-05-14,2044-05-14,Active
RDR0002301,POL0003621,CUST002866,R02,7043,997298,2019-02-27,2057-02-27,Lapsed
RDR0002302,POL0013187,CUST009720,R02,7078,1720031,2017-06-22,2032-06-22,Active
RDR0002303,POL0007689,CUST002404,R05,1769,914590,2013-10-10,2036-10-10,Active
RDR0002304,POL0014482,CUST007894,R05,7656,1388690,2018-09-15,2030-09-15,Active
RDR0002305,POL0011196,CUST005603,R01,5168,352589,2017-02-05,2028-02-05,Active
RDR0002306,POL0001579,CUST000744,R01,3655,1823661,2023-06-02,2044-06-02,Active
RDR0002307,POL0012261,CUST003560,R03,5733,1149880,2016-08-15,2023-08-15,Matured
RDR0002308,POL0004881,CUST003721,R01,1467,1441606,2015-10-19,2048-10-19,Active
RDR0002309,POL0007640,CUST008080,R05,3139,221897,2021-06-14,2036-06-14,Active
RDR0002310,POL0005734,CUST004835,R02,5096,765899,2011-04-18,2030-04-18,Active
RDR0002311,POL0002924,CUST006918,R03,2213,481953,2019-05-27,2031-05-27,Active
RDR0002312,POL0014427,CUST009580,R03,7466,1690030,2020-02-01,2028-02-01,Active
RDR0002313,POL0010551,CUST008001,R05,7543,676750,2011-02-14,2040-02-14,Active
RDR0002314,POL0000883,CUST007293,R03,3788,1058876,2015-07-13,2054-07-13,Active
RDR0002315,POL0007528,CUST008765,R01,7959,927914,2022-04-27,2042-04-27,Active
RDR0002316,POL0004753,CUST006579,R04,2587,859134,2017-02-19,2029-02-19,Active
RDR0002317,POL0012285,CUST004785,R02,2850,1580712,2014-02-17,2025-02-17,Matured
RDR0002318,POL0003731,CUST001571,R03,1034,514028,2015-09-16,2044-09-16,Active
RDR0002319,POL0002572,CUST000019,R05,6706,523218,2015-05-11,2022-05-11,Matured
RDR0002320,POL0004804,CUST002913,R04,2404,1311586,2022-05-30,2042-05-30,Active
RDR0002321,POL0005611,CUST005082,R03,6811,766813,2019-03-18,2041-03-18,Active
RDR0002322,POL0010901,CUST000245,R03,2317,395876,2012-08-12,2027-08-12,Active
RDR0002323,POL0010459,CUST004457,R05,2868,1291282,2015-09-23,2026-09-23,Active
RDR0002324,POL0009339,CUST003827,R02,1435,781905,2010-08-25,2017-08-25,Matured
RDR0002325,POL0009770,CUST007052,R03,2905,1736315,2017-06-30,2035-06-30,Claimed-Death
RDR0002326,POL0011059,CUST003337,R01,5390,670626,2023-02-05,2034-02-05,Active
RDR0002327,POL0013605,CUST006817,R01,4190,399369,2015-10-06,2029-10-06,Active
RDR0002328,POL0005689,CUST005061,R02,3659,920259,2020-05-11,2039-05-11,Active
RDR0002329,POL0006848,CUST004119,R04,4484,397318,2020-01-05,2035-01-05,Active
RDR0002330,POL0014872,CUST003858,R04,6298,1601243,2024-02-24,2039-02-24,Active
RDR0002331,POL0002334,CUST005362,R01,6270,1834841,2018-04-08,2033-04-08,Surrendered
RDR0002332,POL0010540,CUST001008,R04,2686,672373,2023-01-17,2033-01-17,Active
RDR0002333,POL0004477,CUST007354,R04,7463,1604505,2015-05-14,2035-05-14,Active
RDR0002334,POL0000665,CUST007841,R01,1573,436098,2021-09-09,2049-09-09,Active
RDR0002335,POL0012163,CUST005492,R03,7868,318852,2024-01-31,2042-01-31,Active
RDR0002336,POL0011752,CUST003940,R01,4437,1473970,2019-08-04,2044-08-04,Active
